token	category	is_homograph	kbbi_pos	is_multi_word
hilimegai	wilayah:kecamatan	f		f
hilipuk	wilayah:kecamatan	f		f
hiliran	wilayah:kecamatan	f		f
hiliserangkai	wilayah:kecamatan	f		f
hillary	orang:nama-depan	f		f
hilli	orang:nama-keluarga	f		f
hilman	orang:nama-keluarga	f		f
hilmar	orang:nama-depan	f		f
himawan	orang:nama-keluarga	f		f
hin	orang:nama-depan	f		f
hinai	wilayah:kecamatan	f		f
hingk	wilayah:kecamatan	f		f
hirata	orang:nama-keluarga	f		f
hiren	orang:nama-depan	f		f
hiri	wilayah:kecamatan	f		f
hironimus	orang:nama-depan	f		f
hisage	wilayah:kecamatan	f		f
hitadipa	wilayah:kecamatan	f		f
hoat	wilayah:kecamatan	f		f
hobard	wilayah:kecamatan	f		f
hoei	orang:nama-depan	f		f
hoffmann	orang:nama-keluarga	f		f
hogeland	orang:nama-keluarga	f		f
hogianto	orang:nama-keluarga	f		f
hogio	wilayah:kecamatan	f		f
hok	orang:nama-depan	f		f
hole	wilayah:kecamatan	f		f
holuwon	wilayah:kecamatan	f		f
holvy	orang:nama-depan	f		f
homeyo	wilayah:kecamatan	f		f
hong	orang:nama-depan	f		f
hoo	orang:nama-depan	f		f
hood	orang:nama-keluarga	f		f
hopper	orang:nama-keluarga	f		f
horisan	wilayah:kecamatan	f		f
houw	orang:nama-depan	f		f
hoya	wilayah:kecamatan	f		f
huamual	wilayah:kecamatan	f		f
huang	orang:nama-keluarga	f		f
hubert	orang:nama-depan	f		f
hubertus	orang:nama-depan	f		f
hubikiak	wilayah:kecamatan	f		f
hubikosi	wilayah:kecamatan	f		f
hudi	orang:nama-depan	f		f
hudiono	orang:nama-depan	f		f
hue	orang:nama-keluarga	f		f
hughes	orang:nama-keluarga	f		f
hugo	orang:nama-depan	f		f
hujansih	orang:nama-depan	f		f
hulda	orang:nama-depan	f		f
hulonthalangi	wilayah:kecamatan	f		f
huluan	wilayah:kecamatan	f		f
humam	orang:nama-depan	f		f
humbang	wilayah:kabupaten-kota	f		f
huristak	wilayah:kecamatan	f		f
hurk	orang:nama-keluarga	f		f
huruna	wilayah:kecamatan	f		f
husain	orang:nama-depan	f		f
husein	orang:nama-depan	f		f
husein	orang:nama-keluarga	f		f
husin	orang:nama-depan	f		f
husni	orang:nama-depan	f		f
husnia	orang:nama-keluarga	f		f
huta	wilayah:kecamatan	f		f
hutabayu	wilayah:kecamatan	f		f
hutagalung	orang:nama-keluarga	f		f
hutaimbaru	wilayah:kecamatan	f		f
hutaraja	wilayah:kecamatan	f		f
hutchison	orang:nama-keluarga	f		f
hutomo	orang:nama-keluarga	f		f
hwa	orang:nama-depan	f		f
hwang	orang:nama-keluarga	f		f
hwat	orang:nama-depan	f		f
hızır	orang:nama-depan	f		f
ian	orang:nama-depan	f		f
ibele	wilayah:kecamatan	f		f
ibrahim	orang:nama-depan	f		f
ibrahim	orang:nama-keluarga	f		f
icuk	orang:nama-depan	f		f
idanogawo	wilayah:kecamatan	f		f
idanoi	wilayah:kecamatan	f		f
idanotae	wilayah:kecamatan	f		f
idawati	orang:nama-keluarga	f		f
idham	orang:nama-depan	f		f
idi	wilayah:kecamatan	f		f
idris	orang:nama-depan	f		f
idris	orang:nama-keluarga	f		f
idrus	orang:nama-depan	f		f
ifan	orang:nama-depan	f		f
ignas	orang:nama-depan	f		f
ignatius	orang:nama-depan	f		f
igor	orang:nama-depan	f		f
ihsandi	orang:nama-depan	f		f
ihza	orang:nama-depan	f		f
iie	orang:nama-depan	f		f
iii	orang:nama-keluarga	f		f
iii	wilayah:kecamatan	f		f
ika	orang:nama-depan	f		f
ikbal	orang:nama-depan	f		f
ikhsan	orang:nama-depan	f		f
ikis	wilayah:kecamatan	f		f
iko	orang:nama-depan	f		f
ilaga	wilayah:kecamatan	f		f
ilamburawi	wilayah:kecamatan	f		f
ilana	orang:nama-depan	f		f
ile	wilayah:kecamatan	f		f
ilija	orang:nama-depan	f		f
illahi	orang:nama-keluarga	f		f
ilo	orang:nama-depan	f		f
ilona	orang:nama-depan	f		f
ilugwa	wilayah:kecamatan	f		f
ilwayab	wilayah:kecamatan	f		f
ilyas	orang:nama-depan	f		f
ilyasa	orang:nama-depan	f		f
imanda	orang:nama-depan	f		f
imanuel	orang:nama-depan	f		f
imanuela	orang:nama-depan	f		f
imanuela	orang:nama-keluarga	f		f
imarah	wilayah:kecamatan	f		f
imawan	orang:nama-keluarga	f		f
imay	orang:nama-depan	f		f
imelda	orang:nama-depan	f		f
imelda	orang:nama-keluarga	f		f
imma	orang:nama-depan	f		f
immanuel	orang:nama-depan	f		f
imran	orang:nama-depan	f		f
imran	orang:nama-keluarga	f		f
inamosol	wilayah:kecamatan	f		f
inan	orang:nama-depan	f		f
inanwatan	wilayah:kecamatan	f		f
inawati	orang:nama-keluarga	f		f
inayah	orang:nama-depan	f		f
indarti	orang:nama-depan	f		f
inderagiri	wilayah:kabupaten-kota	f		f
inderwati	orang:nama-keluarga	f		f
indihiang	wilayah:kecamatan	f		f
indira	orang:nama-depan	f		f
indragiri	wilayah:kabupaten-kota	f		f
indragiri	wilayah:kecamatan	f		f
indrajaya	orang:nama-keluarga	f		f
indrajaya	wilayah:kecamatan	f		f
indralaya	wilayah:kecamatan	f		f
indrapuri	wilayah:kecamatan	f		f
indrawati	orang:nama-depan	f		f
indriani	orang:nama-depan	f		f
indriani	orang:nama-keluarga	f		f
indrianto	orang:nama-keluarga	f		f
indy	orang:nama-depan	f		f
inerie	wilayah:kecamatan	f		f
ines	orang:nama-depan	f		f
inez	orang:nama-depan	f		f
ing	orang:nama-depan	f		f
inge	orang:nama-depan	f		f
inggerus	wilayah:kecamatan	f		f
ingrid	orang:nama-depan	f		f
inikgal	wilayah:kecamatan	f		f
iniyandit	wilayah:kecamatan	f		f
iniye	wilayah:kecamatan	f		f
inka	orang:nama-depan	f		f
innes	orang:nama-depan	f		f
inoki	orang:nama-depan	f		f
inri	orang:nama-depan	f		f
insana	wilayah:kecamatan	f		f
inten	orang:nama-depan	f		f
inuman	wilayah:kecamatan	f		f
iqbal	orang:nama-depan	f		f
iqbal	orang:nama-keluarga	f		f
irawan	orang:nama-keluarga	f		f
irawati	orang:nama-depan	f		f
irawati	orang:nama-keluarga	f		f
irena	orang:nama-depan	f		f
irene	orang:nama-depan	f		f
ireres	wilayah:kecamatan	f		f
irfan	orang:nama-depan	f		f
irimuli	wilayah:kecamatan	f		f
irish	orang:nama-depan	f		f
irma	orang:nama-depan	f		f
irman	orang:nama-depan	f		f
irna	orang:nama-depan	f		f
irsan	orang:nama-depan	f		f
irvan	orang:nama-depan	f		f
irvannaldy	orang:nama-keluarga	f		f
irvin	orang:nama-depan	f		f
irving	orang:nama-depan	f		f
irwana	orang:nama-keluarga	f		f
irwansyah	orang:nama-keluarga	f		f
irzani	orang:nama-keluarga	f		f
irén	orang:nama-depan	f		f
isaac	orang:nama-depan	f		f
isaak	orang:nama-depan	f		f
isabel	orang:nama-depan	f		f
isabella	orang:nama-depan	f		f
isabelle	orang:nama-depan	f		f
isaura	orang:nama-depan	f		f
isfahani	orang:nama-keluarga	f		f
ishak	orang:nama-depan	f		f
iskandar	orang:nama-depan	f		f
iskandar	orang:nama-keluarga	f		f
ismael	orang:nama-depan	f		f
ismail	orang:nama-depan	f		f
ismail	orang:nama-keluarga	f		f
ismanto	orang:nama-keluarga	f		f
ismet	orang:nama-depan	f		f
ismu	orang:nama-depan	f		f
isnanta	orang:nama-depan	f		f
issolina	orang:nama-keluarga	f		f
istanta	orang:nama-keluarga	f		f
istanto	orang:nama-keluarga	f		f
istarani	orang:nama-keluarga	f		f
isyana	orang:nama-depan	f		f
ita	orang:nama-depan	f		f
itam	wilayah:kecamatan	f		f
itje	orang:nama-depan	f		f
itlay	wilayah:kecamatan	f		f
ivan	orang:nama-depan	f		f
ivana	orang:nama-depan	f		f
ivanda	orang:nama-depan	f		f
ivanka	orang:nama-depan	f		f
ivanna	orang:nama-depan	f		f
ivo	orang:nama-depan	f		f
ivo	orang:nama-keluarga	f		f
ivonne	orang:nama-depan	f		f
ivy	orang:nama-depan	f		f
ivyana	orang:nama-keluarga	f		f
iwaka	wilayah:kecamatan	f		f
iwan	orang:nama-depan	f		f
iwanto	orang:nama-keluarga	f		f
iwasaki	orang:nama-keluarga	f		f
iwes	wilayah:kecamatan	f		f
iwoimendaa	wilayah:kecamatan	f		f
iwur	wilayah:kecamatan	f		f
iyan	orang:nama-depan	f		f
iza	orang:nama-depan	f		f
izaac	orang:nama-depan	f		f
izaak	orang:nama-depan	f		f
izak	orang:nama-depan	f		f
izzy	orang:nama-depan	f		f
jaarsma	orang:nama-keluarga	f		f
jabbar	orang:nama-keluarga	f		f
jabiren	wilayah:kecamatan	f		f
jabon	wilayah:kecamatan	f		f
jack	orang:nama-depan	f		f
jackson	orang:nama-depan	f		f
jackson	orang:nama-keluarga	f		f
jacob	orang:nama-depan	f		f
jacob	orang:nama-keluarga	f		f
jacobs	orang:nama-keluarga	f		f
jacobus	orang:nama-depan	f		f
jacqueline	orang:nama-depan	f		f
jade	orang:nama-depan	f		f
jaden	orang:nama-depan	f		f
jae	wilayah:kecamatan	f		f
jafar	orang:nama-depan	f		f
jafar	orang:nama-keluarga	f		f
jagebob	wilayah:kecamatan	f		f
jagoi	wilayah:kecamatan	f		f
jagong	wilayah:kecamatan	f		f
jahja	orang:nama-depan	f		f
jaidi	orang:nama-keluarga	f		f
jailolo	wilayah:kecamatan	f		f
jair	wilayah:kecamatan	f		f
jakabaring	wilayah:kecamatan	f		f
jaken	wilayah:kecamatan	f		f
jakenan	wilayah:kecamatan	f		f
jakob	orang:nama-depan	f		f
jalaksana	wilayah:kecamatan	f		f
jalancagak	wilayah:kecamatan	f		f
jalina	orang:nama-depan	f		f
jamaluddin	orang:nama-depan	f		f
jamanis	wilayah:kecamatan	f		f
jamarr	orang:nama-depan	f		f
jambesari	wilayah:kecamatan	f		f
jambo	wilayah:kecamatan	f		f
james	orang:nama-depan	f		f
james	orang:nama-keluarga	f		f
jamie	orang:nama-depan	f		f
jampangkulon	wilayah:kecamatan	f		f
jampangtengah	wilayah:kecamatan	f		f
jan	orang:nama-depan	f		f
jana	orang:nama-depan	f		f
janan	wilayah:kecamatan	f		f
janang	wilayah:kecamatan	f		f
janapria	wilayah:kecamatan	f		f
jane	orang:nama-depan	f		f
jane	orang:nama-keluarga	f		f
janessa	orang:nama-depan	f		f
janet	orang:nama-depan	f		f
janggo	wilayah:kecamatan	f		f
jania	orang:nama-depan	f		f
janice	orang:nama-depan	f		f
janny	orang:nama-depan	f		f
jansen	orang:nama-keluarga	f		f
jantho	wilayah:kecamatan	f		f
januar	orang:nama-depan	f		f
januar	orang:nama-keluarga	f		f
japah	wilayah:kecamatan	f		f
japara	wilayah:kecamatan	f		f
jarai	wilayah:kecamatan	f		f
jarron	orang:nama-depan	f		f
jasinga	wilayah:kecamatan	f		f
jasman	orang:nama-depan	f		f
jasmin	orang:nama-depan	f		f
jasmine	orang:nama-depan	f		f
jason	orang:nama-depan	f		f
jassin	orang:nama-keluarga	f		f
jaten	wilayah:kecamatan	f		f
jatiasih	wilayah:kecamatan	f		f
jatibanteng	wilayah:kecamatan	f		f
jatibarang	wilayah:kecamatan	f		f
jatigede	wilayah:kecamatan	f		f
jatikalen	wilayah:kecamatan	f		f
jatilawang	wilayah:kecamatan	f		f
jatiluhur	wilayah:kecamatan	f		f
jatinagara	wilayah:kecamatan	f		f
jatinangor	wilayah:kecamatan	f		f
jatinom	wilayah:kecamatan	f		f
jatinunggal	wilayah:kecamatan	f		f
jatipurno	wilayah:kecamatan	f		f
jatipuro	wilayah:kecamatan	f		f
jatirejo	wilayah:kecamatan	f		f
jatirogo	wilayah:kecamatan	f		f
jatiroto	wilayah:kecamatan	f		f
jatisampurna	wilayah:kecamatan	f		f
jatisari	wilayah:kecamatan	f		f
jatisrono	wilayah:kecamatan	f		f
jatitujuh	wilayah:kecamatan	f		f
jatiwangi	wilayah:kecamatan	f		f
jatiwaras	wilayah:kecamatan	f		f
jatiyoso	wilayah:kecamatan	f		f
jawai	wilayah:kecamatan	f		f
jawilan	wilayah:kecamatan	f		f
jay	orang:nama-depan	f		f
jayakerta	wilayah:kecamatan	f		f
jayaloka	wilayah:kecamatan	f		f
jayanti	orang:nama-keluarga	f		f
jayanti	wilayah:kecamatan	f		f
jaëll	orang:nama-depan	f		f
jean	orang:nama-depan	f		f
jeane	orang:nama-depan	f		f
jeanine	orang:nama-depan	f		f
jeanne	orang:nama-depan	f		f
jebus	wilayah:kecamatan	f		f
jeff	orang:nama-depan	f		f
jeffer	orang:nama-depan	f		f
jefferson	orang:nama-depan	f		f
jeffrey	orang:nama-depan	f		f
jeffry	orang:nama-depan	f		f
jefry	orang:nama-depan	f		f
jeget	wilayah:kecamatan	f		f
jehe	wilayah:kecamatan	f		f
jejangkit	wilayah:kecamatan	f		f
jeka	orang:nama-depan	f		f
jekan	wilayah:kecamatan	f		f
jekulo	wilayah:kecamatan	f		f
jelbuk	wilayah:kecamatan	f		f
jelimpo	wilayah:kecamatan	f		f
jemaja	wilayah:kecamatan	f		f
jempang	wilayah:kecamatan	f		f
jenamas	wilayah:kecamatan	f		f
jenar	wilayah:kecamatan	f		f
jenggawah	wilayah:kecamatan	f		f
jenna	orang:nama-depan	f		f
jennifer	orang:nama-depan	f		f
jenny	orang:nama-depan	f		f
jensen	orang:nama-keluarga	f		f
jepon	wilayah:kecamatan	f		f
jerango	wilayah:kecamatan	f		f
jerebuu	wilayah:kecamatan	f		f
jeremias	orang:nama-depan	f		f
jeremy	orang:nama-depan	f		f
jereweh	wilayah:kecamatan	f		f
jericho	orang:nama-depan	f		f
jerome	orang:nama-depan	f		f
jerowaru	wilayah:kecamatan	f		f
jerry	orang:nama-depan	f		f
jeruklegi	wilayah:kecamatan	f		f
jesica	orang:nama-depan	f		f
jesita	orang:nama-depan	f		f
jesse	orang:nama-depan	f		f
jesselyn	orang:nama-depan	f		f
jessica	orang:nama-depan	f		f
jessica	orang:nama-keluarga	f		f
jessie	orang:nama-depan	f		f
jesslyn	orang:nama-depan	f		f
jessy	orang:nama-depan	f		f
jetfa	wilayah:kecamatan	f		f
jetsy	wilayah:kecamatan	f		f
jeumpa	wilayah:kecamatan	f		f
jeunieb	wilayah:kecamatan	f		f
jiang	orang:nama-keluarga	f		f
jihan	orang:nama-depan	f		f
jiken	wilayah:kecamatan	f		f
jill	orang:nama-depan	f		f
jimi	orang:nama-depan	f		f
jimmy	orang:nama-depan	f		f
jiput	wilayah:kecamatan	f		f
jita	wilayah:kecamatan	f		f
jiwan	wilayah:kecamatan	f		f
joan	orang:nama-depan	f		f
joanna	orang:nama-depan	f		f
joanne	orang:nama-depan	f		f
joao	orang:nama-depan	f		f
joaquin	orang:nama-keluarga	f		f
jodhi	orang:nama-depan	f		f
jody	orang:nama-depan	f		f
joe	orang:nama-depan	f		f
joe	orang:nama-keluarga	f		f
joerat	wilayah:kecamatan	f		f
joerg	orang:nama-keluarga	f		f
joesoef	orang:nama-keluarga	f		f
joey	orang:nama-depan	f		f
jofi	orang:nama-keluarga	f		f
jogonalan	wilayah:kecamatan	f		f
jogorogo	wilayah:kecamatan	f		f
jogoroto	wilayah:kecamatan	f		f
johanes	orang:nama-depan	f		f
johann	orang:nama-depan	f		f
johanna	orang:nama-depan	f		f
johannes	orang:nama-depan	f		f
john	orang:nama-depan	f		f
john	orang:nama-keluarga	f		f
johnny	orang:nama-depan	f		f
johnson	orang:nama-keluarga	f		f
johny	orang:nama-depan	f		f
johor	wilayah:kecamatan	f		f
joice	orang:nama-depan	f		f
joice	orang:nama-keluarga	f		f
joity	orang:nama-depan	f		f
joko	orang:nama-depan	f		f
jola	orang:nama-depan	f		f
jolanov	orang:nama-keluarga	f		f
jolene	orang:nama-depan	f		f
jolly	orang:nama-keluarga	f		f
joman	wilayah:kecamatan	f		f
jompa	orang:nama-keluarga	f		f
jon	orang:nama-depan	f		f
jonas	orang:nama-depan	f		f
jonatan	orang:nama-depan	f		f
jonathan	orang:nama-depan	f		f
jonathans	orang:nama-keluarga	f		f
jones	orang:nama-depan	f		f
jonggat	wilayah:kecamatan	f		f
jongh	orang:nama-keluarga	f		f
jongkat	wilayah:kecamatan	f		f
joni	orang:nama-depan	f		f
joni	orang:nama-keluarga	f		f
jonker	orang:nama-keluarga	f		f
jonny	orang:nama-depan	f		f
joop	orang:nama-depan	f		f
jopie	orang:nama-depan	f		f
jordan	orang:nama-keluarga	f		f
jordi	orang:nama-depan	f		f
jordy	orang:nama-keluarga	f		f
joris	orang:nama-keluarga	f		f
jorlang	wilayah:kecamatan	f		f
joronga	wilayah:kecamatan	f		f
jose	orang:nama-depan	f		f
josef	orang:nama-depan	f		f
josefina	orang:nama-depan	f		f
joseph	orang:nama-depan	f		f
joseph	orang:nama-keluarga	f		f
josephine	orang:nama-depan	f		f
josephus	orang:nama-depan	f		f
joshua	orang:nama-depan	f		f
josiahno	orang:nama-depan	f		f
josua	orang:nama-depan	f		f
josé	orang:nama-depan	f		f
jouhki	orang:nama-keluarga	f		f
joutu	wilayah:kecamatan	f		f
jovanka	orang:nama-depan	f		f
jovika	orang:nama-depan	f		f
jovita	orang:nama-depan	f		f
jovita	orang:nama-keluarga	f		f
joy	orang:nama-depan	f		f
jozias	orang:nama-depan	f		f
jrengik	wilayah:kecamatan	f		f
juai	wilayah:kecamatan	f		f
juan	orang:nama-depan	f		f
juana	orang:nama-depan	f		f
juanita	orang:nama-depan	f		f
judge	orang:nama-keluarga	f		f
judith	orang:nama-depan	f		f
juhar	wilayah:kecamatan	f		f
juhari	orang:nama-keluarga	f		f
juhri	orang:nama-depan	f		f
jujuan	wilayah:kecamatan	f		f
jujuhan	wilayah:kecamatan	f		f
julia	orang:nama-depan	f		f
julia	orang:nama-keluarga	f		f
julian	orang:nama-depan	f		f
juliana	orang:nama-depan	f		f
julianus	orang:nama-depan	f		f
julie	orang:nama-depan	f		f
julimarbela	orang:nama-keluarga	f		f
julio	orang:nama-depan	f		f
julio	orang:nama-keluarga	f		f
julita	orang:nama-depan	f		f
julius	orang:nama-depan	f		f
julok	wilayah:kecamatan	f		f
julu	wilayah:kecamatan	f		f
jumantono	wilayah:kecamatan	f		f
jumapolo	wilayah:kecamatan	f		f
jumo	wilayah:kecamatan	f		f
junaedi	orang:nama-keluarga	f		f
june	orang:nama-depan	f		f
junita	orang:nama-keluarga	f		f
junrejo	wilayah:kecamatan	f		f
juntinyuat	wilayah:kecamatan	f		f
justian	orang:nama-depan	f		f
justin	orang:nama-depan	f		f
justin	orang:nama-keluarga	f		f
justine	orang:nama-keluarga	f		f
justinus	orang:nama-depan	f		f
justyn	orang:nama-depan	f		f
jusuf	orang:nama-depan	f		f
jusuf	orang:nama-keluarga	f		f
juventia	orang:nama-keluarga	f		f
juwana	wilayah:kecamatan	f		f
juwangi	wilayah:kecamatan	f		f
juwiring	wilayah:kecamatan	f		f
jīnfú	orang:nama-depan	f		f
kabaena	wilayah:kecamatan	f		f
kabandungan	wilayah:kecamatan	f		f
kabangka	wilayah:kecamatan	f		f
kabanjahe	wilayah:kecamatan	f		f
kabaruan	wilayah:kecamatan	f		f
kabawo	wilayah:kecamatan	f		f
kabianggama	wilayah:kecamatan	f		f
kabila	wilayah:kecamatan	f		f
kabola	wilayah:kecamatan	f		f
kabuh	wilayah:kecamatan	f		f
kabun	wilayah:kecamatan	f		f
kadatua	wilayah:kecamatan	f		f
kadek	orang:nama-depan	f		f
kademangan	wilayah:kecamatan	f		f
kadia	wilayah:kecamatan	f		f
kadudampit	wilayah:kecamatan	f		f
kadugede	wilayah:kecamatan	f		f
kaduhejo	wilayah:kecamatan	f		f
kadungora	wilayah:kecamatan	f		f
kadupandak	wilayah:kecamatan	f		f
kadur	wilayah:kecamatan	f		f
kaeksi	orang:nama-keluarga	f		f
kaemingk	orang:nama-keluarga	f		f
kaesar	orang:nama-depan	f		f
kahaungu	wilayah:kecamatan	f		f
kahayan	wilayah:kecamatan	f		f
kahean	wilayah:kecamatan	f		f
kahu	wilayah:kecamatan	f		f
kai	wilayah:kecamatan	f		f
kaibar	wilayah:kecamatan	f		f
kaidipang	wilayah:kecamatan	f		f
kaiely	wilayah:kecamatan	f		f
kairatu	wilayah:kecamatan	f		f
kairupan	orang:nama-keluarga	f		f
kaisa	orang:nama-depan	f		f
kaisenar	wilayah:kecamatan	f		f
kaiser	orang:nama-keluarga	f		f
kaisiepo	orang:nama-keluarga	f		f
kaitaro	wilayah:kecamatan	f		f
kaizar	orang:nama-depan	f		f
kajen	wilayah:kecamatan	f		f
kajoran	wilayah:kecamatan	f		f
kajuara	wilayah:kecamatan	f		f
kakuluk	wilayah:kecamatan	f		f
kalaena	wilayah:kecamatan	f		f
kalanganyar	wilayah:kecamatan	f		f
kalapanunggal	wilayah:kecamatan	f		f
kalawat	wilayah:kecamatan	f		f
kaledupa	wilayah:kecamatan	f		f
kaler	wilayah:kecamatan	f		f
kalianda	wilayah:kecamatan	f		f
kalianget	wilayah:kecamatan	f		f
kaliangkrik	wilayah:kecamatan	f		f
kalibagor	wilayah:kecamatan	f		f
kalibaru	wilayah:kecamatan	f		f
kalibawang	wilayah:kecamatan	f		f
kalibening	wilayah:kecamatan	f		f
kalibunder	wilayah:kecamatan	f		f
kalidawir	wilayah:kecamatan	f		f
kalidoni	wilayah:kecamatan	f		f
kaligesing	wilayah:kecamatan	f		f
kaligis	orang:nama-keluarga	f		f
kaligondang	wilayah:kecamatan	f		f
kalijambe	wilayah:kecamatan	f		f
kalijati	wilayah:kecamatan	f		f
kalikajar	wilayah:kecamatan	f		f
kalikotes	wilayah:kecamatan	f		f
kalimanah	wilayah:kecamatan	f		f
kalimanggis	wilayah:kecamatan	f		f
kalimantan	wilayah:provinsi	f		f
kalinyamatan	wilayah:kecamatan	f		f
kaliorang	wilayah:kecamatan	f		f
kaliori	wilayah:kecamatan	f		f
kalipare	wilayah:kecamatan	f		f
kalipucang	wilayah:kecamatan	f		f
kalipuro	wilayah:kecamatan	f		f
kalirejo	wilayah:kecamatan	f		f
kalisat	wilayah:kecamatan	f		f
kalitengah	wilayah:kecamatan	f		f
kalitidu	wilayah:kecamatan	f		f
kaliwates	wilayah:kecamatan	f		f
kaliwedi	wilayah:kecamatan	f		f
kaliwiro	wilayah:kecamatan	f		f
kalla	orang:nama-keluarga	f		f
kalmas	wilayah:kecamatan	f		f
kalomdol	wilayah:kecamatan	f		f
kalome	wilayah:kecamatan	f		f
kalongan	wilayah:kecamatan	f		f
kaloran	wilayah:kecamatan	f		f
kalua	wilayah:kecamatan	f		f
kalukku	wilayah:kecamatan	f		f
kalumpang	wilayah:kecamatan	f		f
kamala	orang:nama-depan	f		f
kaman	wilayah:kecamatan	f		f
kamang	wilayah:kecamatan	f		f
kamanre	wilayah:kecamatan	f		f
kambata	wilayah:kecamatan	f		f
kambera	wilayah:kecamatan	f		f
kambey	orang:nama-keluarga	f		f
kamboneri	wilayah:kecamatan	f		f
kambowa	wilayah:kecamatan	f		f
kambrau	wilayah:kecamatan	f		f
kambu	wilayah:kecamatan	f		f
kamga	orang:nama-keluarga	f		f
kamidia	orang:nama-depan	f		f
kamila	orang:nama-depan	f		f
kamila	orang:nama-keluarga	f		f
kamipang	wilayah:kecamatan	f		f
kamundan	wilayah:kecamatan	f		f
kan	orang:nama-keluarga	f		f
kanatang	wilayah:kecamatan	f		f
kandangan	wilayah:kecamatan	f		f
kandanghaur	wilayah:kecamatan	f		f
kandangserang	wilayah:kecamatan	f		f
kandat	wilayah:kecamatan	f		f
kandeman	wilayah:kecamatan	f		f
kandou	orang:nama-keluarga	f		f
kandow	orang:nama-keluarga	f		f
kangae	wilayah:kecamatan	f		f
kangayan	wilayah:kecamatan	f		f
kanggime	wilayah:kecamatan	f		f
kani	orang:nama-keluarga	f		f
kanigaran	wilayah:kecamatan	f		f
kanigoro	wilayah:kecamatan	f		f
kanisius	orang:nama-depan	f		f
kanor	wilayah:kecamatan	f		f
kantono	orang:nama-keluarga	f		f
kanty	orang:nama-depan	f		f
kao	orang:nama-depan	f		f
kao	wilayah:kecamatan	f		f
kapala	wilayah:kecamatan	f		f
kapiraya	wilayah:kecamatan	f		f
kapoiala	wilayah:kecamatan	f		f
kapongan	wilayah:kecamatan	f		f
kapontori	wilayah:kecamatan	f		f
kaptel	wilayah:kecamatan	f		f
karai	wilayah:kecamatan	f		f
karamat	wilayah:kecamatan	f		f
karamoy	orang:nama-keluarga	f		f
karanda	orang:nama-keluarga	f		f
karangampel	wilayah:kecamatan	f		f
karanganom	wilayah:kecamatan	f		f
karangawen	wilayah:kecamatan	f		f
karangbinangun	wilayah:kecamatan	f		f
karangdadap	wilayah:kecamatan	f		f
karangdowo	wilayah:kecamatan	f		f
karanggayam	wilayah:kecamatan	f		f
karanggede	wilayah:kecamatan	f		f
karanggeneng	wilayah:kecamatan	f		f
karangjambu	wilayah:kecamatan	f		f
karangjati	wilayah:kecamatan	f		f
karangkancana	wilayah:kecamatan	f		f
karangkobar	wilayah:kecamatan	f		f
karanglewas	wilayah:kecamatan	f		f
karangmalang	wilayah:kecamatan	f		f
karangmojo	wilayah:kecamatan	f		f
karangmoncol	wilayah:kecamatan	f		f
karangnongko	wilayah:kecamatan	f		f
karangnunggal	wilayah:kecamatan	f		f
karangpandan	wilayah:kecamatan	f		f
karangpawitan	wilayah:kecamatan	f		f
karangpenang	wilayah:kecamatan	f		f
karangploso	wilayah:kecamatan	f		f
karangpucung	wilayah:kecamatan	f		f
karangrayung	wilayah:kecamatan	f		f
karangreja	wilayah:kecamatan	f		f
karangrejo	wilayah:kecamatan	f		f
karangsambung	wilayah:kecamatan	f		f
karangsembung	wilayah:kecamatan	f		f
karangtengah	wilayah:kecamatan	f		f
karangwareng	wilayah:kecamatan	f		f
karawaci	wilayah:kecamatan	f		f
kare	wilayah:kecamatan	f		f
karen	orang:nama-depan	f		f
karen	orang:nama-keluarga	f		f
kareng	wilayah:kecamatan	f		f
karera	wilayah:kecamatan	f		f
karimata	wilayah:kecamatan	f		f
karimunjawa	wilayah:kecamatan	f		f
karis	orang:nama-depan	f		f
karman	orang:nama-keluarga	f		f
karmila	orang:nama-keluarga	f		f
karno	orang:nama-keluarga	f		f
karno	wilayah:kecamatan	f		f
karolin	orang:nama-depan	f		f
karolina	orang:nama-depan	f		f
karono	orang:nama-depan	f		f
karossa	wilayah:kecamatan	f		f
karsten	orang:nama-depan	f		f
kartakusuma	orang:nama-keluarga	f		f
kartanegara	orang:nama-keluarga	f		f
kartanegara	wilayah:kabupaten-kota	f		f
kartasura	wilayah:kecamatan	f		f
kartenegara	orang:nama-keluarga	f		f
kartini	orang:nama-depan	f		f
kartodikromo	orang:nama-keluarga	f		f
kartodirdjo	orang:nama-keluarga	f		f
kartoharjo	wilayah:kecamatan	f		f
kartono	orang:nama-keluarga	f		f
karua	wilayah:kecamatan	f		f
karubaga	wilayah:kecamatan	f		f
karusen	wilayah:kecamatan	f		f
karyaman	orang:nama-keluarga	f		f
karīm	orang:nama-depan	f		f
kasembon	wilayah:kecamatan	f		f
kasemen	wilayah:kecamatan	f		f
kasenda	orang:nama-keluarga	f		f
kasiman	wilayah:kecamatan	f		f
kasimbar	wilayah:kecamatan	f		f
kasiruta	wilayah:kecamatan	f		f
kasokandel	wilayah:kecamatan	f		f
kasomalang	wilayah:kecamatan	f		f
kasreman	wilayah:kecamatan	f		f
kassian	orang:nama-depan	f		f
kasturo	orang:nama-keluarga	f		f
katala	wilayah:kecamatan	f		f
katang	wilayah:kecamatan	f		f
katapang	wilayah:kecamatan	f		f
katarina	orang:nama-depan	f		f
kateman	wilayah:kecamatan	f		f
